# 加成描述到Effect名称|modified_attribute_name的映射字典
# 格式: 加成描述: effect_name|modified_attr_name

## 能量炮台

xx% 装甲爆炸抗性加成: shipArmorEXResistanceAF1|armorExplosiveDamageResonance
xx% 装甲爆炸抗性加成: shipArmorEXResistanceRookie|armorExplosiveDamageResonance
xx% 装甲电磁抗性加成: shipArmorEmResistanceAC2|armorEmDamageResonance
xx% 装甲电磁抗性加成: shipArmorEmResistanceMC2|armorEmDamageResonance
xx% 装甲爆炸抗性加成: shipArmorExpResistancePF2|armorExplosiveDamageResonance
xx% 装甲爆炸抗性加成: shipArmorExplosiveResistance1ABC1|armorExplosiveDamageResonance
xx% 装甲爆炸抗性加成: shipArmorExplosiveResistanceAC2|armorExplosiveDamageResonance
xx% 装甲爆炸抗性加成: shipArmorExplosiveResistanceMC2|armorExplosiveDamageResonance
xx% 装甲爆炸抗性加成: shipArmorExplosiveResistancePBC2|armorExplosiveDamageResonance
xx% 装甲动能抗性加成: shipArmorKNResistanceAF1|armorKineticDamageResonance
xx% 装甲动能抗性加成: shipArmorKNResistanceRookie|armorKineticDamageResonance
xx% 装甲动能抗性加成: shipArmorKinResistancePF2|armorKineticDamageResonance
xx% 装甲动能抗性加成: shipArmorKineticResistance1ABC1|armorKineticDamageResonance
xx% 装甲动能抗性加成: shipArmorKineticResistanceAC2|armorKineticDamageResonance
xx% 装甲动能抗性加成: shipArmorKineticResistanceMC2|armorKineticDamageResonance
xx% 装甲动能抗性加成: shipArmorKineticResistancePBC2|armorKineticDamageResonance
xx% 装甲抗性加成: shipArmorResistanceAF1|armorEmDamageResonance/armorExplosiveDamageResonance/armorKineticDamageResonance/armorThermalDamageResonance
xx% 装甲抗性加成: shipArmorResistanceBonusGBC2|armorEmDamageResonance/armorThermalDamageResonance/armorExplosiveDamageResonance/armorKineticDamageResonance
xx% 装甲热能抗性加成: shipArmorTHResistanceAF1|armorThermalDamageResonance
xx% 装甲热能抗性加成: shipArmorTHResistanceRookie|armorThermalDamageResonance
xx% 装甲热能抗性加成: shipArmorThermResistance1ABC1|armorThermalDamageResonance
xx% 装甲热能抗性加成: shipArmorThermResistancePF2|armorThermalDamageResonance
xx% 装甲热能抗性加成: shipArmorThermalResistanceAC2|armorThermalDamageResonance
xx% 装甲热能抗性加成: shipArmorThermalResistanceMC2|armorThermalDamageResonance
xx% 装甲热能抗性加成: shipArmorThermalResistancePBC2|armorThermalDamageResonance
xx% 装甲抗性加成: shipBonusArmorResistAB|armorEmDamageResonance/armorExplosiveDamageResonance/armorKineticDamageResonance/armorThermalDamageResonance
xx% 装甲抗性加成: shipBonusArmorResistsUniformSOEABC1|armorEmDamageResonance/armorExplosiveDamageResonance/armorKineticDamageResonance/armorThermalDamageResonance
xx% 装甲抗性加成: shipBonusCarrierA1ArmorResists|armorEmDamageResonance/armorThermalDamageResonance/armorKineticDamageResonance/armorExplosiveDamageResonance
xx% 装甲抗性加成: shipBonusDreadnoughtA2ArmorResists|armorEmDamageResonance/armorThermalDamageResonance/armorKineticDamageResonance/armorExplosiveDamageResonance
xx% 装甲抗性加成: shipBonusDreadnoughtPC2ArmorResists|armorEmDamageResonance/armorThermalDamageResonance/armorKineticDamageResonance/armorExplosiveDamageResonance
xx% 装甲电磁抗性加成: shipBonusEMArmorResistanceAD2|armorEmDamageResonance
xx% 装甲电磁抗性加成: shipBonusEMArmorResistanceGD2|armorEmDamageResonance
xx% 装甲爆炸抗性加成: shipBonusExplosiveArmorResistanceAD2|armorExplosiveDamageResonance
xx% 装甲爆炸抗性加成: shipBonusExplosiveArmorResistanceGD2|armorExplosiveDamageResonance
xx% 装甲抗性加成: shipBonusForceAuxiliaryA2ArmorResists|armorEmDamageResonance/armorThermalDamageResonance/armorKineticDamageResonance/armorExplosiveDamageResonance
xx% 装甲动能抗性加成: shipBonusKineticArmorResistanceAD2|armorKineticDamageResonance
xx% 装甲动能抗性加成: shipBonusKineticArmorResistanceGD2|armorKineticDamageResonance
xx% 装甲抗性加成: shipBonusSupercarrierA2ArmorResists|armorEmDamageResonance/armorThermalDamageResonance/armorKineticDamageResonance/armorExplosiveDamageResonance
xx% 装甲热能抗性加成: shipBonusThermalArmorResistanceAD2|armorThermalDamageResonance
xx% 装甲热能抗性加成: shipBonusThermalArmorResistanceGD2|armorThermalDamageResonance
xx% 装甲抗性加成: solarFlareShipArmorResistanceBonusSAF|armorEmDamageResonance/armorExplosiveDamageResonance/armorKineticDamageResonance/armorThermalDamageResonance
xx% 装甲抗性加成: subsystemBonusAmarrDefensiveArmorResistance|armorEmDamageResonance/armorExplosiveDamageResonance/armorKineticDamageResonance/armorThermalDamageResonance
xx% 装甲抗性加成: subsystemBonusGallenteDefensiveArmorResistance|armorEmDamageResonance/armorExplosiveDamageResonance/armorKineticDamageResonance/armorThermalDamageResonance
xx% 装甲抗性加成: subsystemBonusMinmatarDefensiveArmorResistance|armorEmDamageResonance/armorExplosiveDamageResonance/armorKineticDamageResonance/armorThermalDamageResonance
xx% 装甲电磁抗性加成: systemArmorEmResistance|armorEmDamageResonance
xx% 装甲爆炸抗性加成: systemArmorExplosiveResistance|armorExplosiveDamageResonance
xx% 装甲动能抗性加成: systemArmorKineticResistance|armorKineticDamageResonance
xx% 装甲热能抗性加成: systemArmorThermalResistance|armorThermalDamageResonance
xx% 远程装甲维修器加成: BlueImplantArmorRemoteDurationBonus|duration/duration
xx% 远程装甲维修器加成: BlueImplantArmorRemotePGBonus|power/power
xx% 远程装甲维修器加成: BlueImplantArmorRemoteRangeBonus|maxRange/maxRange/falloffEffectiveness/falloffEffectiveness
xx% 远程装甲维修器加成: StellianAB2RemoteRepAmount|armorDamageAmount
xx% 远程装甲维修器加成: StellianBoosterRemoteRepAmount|armorDamageAmount/armorDamageAmount
xx% 远程装甲维修器加成: armorAllRepairSystemsAmountBonusPassive|armorDamageAmount/armorDamageAmount
xx% 远程装甲维修器加成: armorRepairAmountBonusSubcap|armorDamageAmount
xx% 远程装甲维修器失准范围加成: armorRepairProjectorFalloffBonus|falloffEffectiveness/falloffEffectiveness
xx% 远程装甲维修器最佳射程加成: armorRepairProjectorMaxRangeBonus|maxRange/maxRange
xx% 远程装甲维修器加成: capitalRemoteArmorRepairerCapNeedBonusSkill|capacitorNeed
xx% 远程装甲维修器加成: eliteBonusLogisticRemoteArmorRepairCapNeed1|capacitorNeed
xx% 远程装甲维修器加成: eliteBonusLogisticRemoteArmorRepairCapNeed2|capacitorNeed
xx% 远程装甲维修器加成: eliteBonusLogisticRemoteArmorRepairDuration3|duration
xx% 远程装甲维修器加成: eliteBonusLogisticRemoteArmorRepairOptimalFalloff1|maxRange/falloffEffectiveness
xx% 远程装甲维修器加成: eliteIndustrialArmorRepairHeatBonus|overloadArmorDamageAmount/overloadSelfDurationBonus
xx% 远程装甲维修器加成: modeRemoteArmorRepairCapacitorCostPostDiv|capacitorNeed
xx% 远程装甲维修器维修量加成: modeRemoteRepairAmountArmorPostDiv|armorDamageAmount
xx% 远程装甲维修器加成: remoteArmorSystemsCapNeedBonusPostPercentCapacitorNeedLocationShipModulesRequiringRemoteArmorSystems|capacitorNeed/capacitorNeed
xx% 远程装甲维修器加成: rigRemoteArmorRepairModuleDurationBonus|duration/duration
xx% 远程装甲维修器加成: roleBonusRemoteArmorRepairOptimalFalloff|maxRange/falloffEffectiveness
xx% 远程装甲维修器维修量加成: shipArmorRepairing1GBC2|armorDamageAmount
xx% 远程装甲维修器维修量加成: shipArmorRepairingGF2|armorDamageAmount
xx% 远程装甲维修器维修量加成: shipArmorRepairingRookie|armorDamageAmount
xx% 远程装甲维修器维修量加成: shipBonusArmorRepairAI2|armorDamageAmount
xx% 远程装甲维修器维修量加成: shipBonusArmorRepairAmountMC|armorDamageAmount
xx% 远程装甲维修器维修量加成: shipBonusArmorRepairAmountMF|armorDamageAmount
xx% 远程装甲维修器维修量加成: shipBonusArmorRepairEliteGunship2|armorDamageAmount
xx% 远程装甲维修器维修量加成: shipBonusArmorRepairGI2|armorDamageAmount
xx% 远程装甲维修器维修量加成: shipBonusArmorRepairGalNavyDestroyer|armorDamageAmount
xx% 远程装甲维修器维修量加成: shipBonusForceAuxiliaryG2LocalRepairAmount|armorDamageAmount/armorDamageAmount
xx% 远程装甲维修器加成: shipBonusForceAuxiliaryM1RemoteArmorRepairDuration|duration
xx% 远程装甲维修器维修量加成: shipBonusForceAuxiliaryM2LocalRepairAmount|armorDamageAmount/armorDamageAmount
xx% 远程装甲维修器维修量加成: shipBonusMutadaptiveRemoteRepAmounteliteBonusLogisitics2|armorDamageAmount
xx% 远程装甲维修器维修量加成: shipBonusRemoteArmorRepairAmount2AF|armorDamageAmount
xx% 远程装甲维修器维修量加成: shipBonusRemoteArmorRepairAmountAC2|armorDamageAmount
xx% 远程装甲维修器维修量加成: shipBonusRemoteArmorRepairAmountGC2|armorDamageAmount
xx% 远程装甲维修器维修量加成: shipBonusRemoteArmorRepairAmountGF2|armorDamageAmount
xx% 远程装甲维修器启动消耗减少: shipBonusRemoteArmorRepairCapNeedAC1|capacitorNeed
xx% 远程装甲维修器启动消耗减少: shipBonusRemoteArmorRepairCapNeedAF|capacitorNeed
xx% 远程装甲维修器启动消耗减少: shipBonusRemoteArmorRepairCapNeedGC1|capacitorNeed
xx% 远程装甲维修器启动消耗减少: shipBonusRemoteArmorRepairCapNeedGF|capacitorNeed
xx% 远程装甲维修器加成: shipBonusRemoteRepairAmountPirateFaction|armorDamageAmount
xx% 远程装甲维修器加成: shipBonusRepairAmountGB3|armorDamageAmount
xx% 远程装甲维修器加成: shipBonusRepairSystemsArmorRepairAmountGB2|armorDamageAmount
xx% 远程装甲维修器加成: shipBonusRepairSystemsBonusATC2|armorDamageAmount
xx% 远程装甲维修器加成: shipBonusRepairSystemsBonusATC3|armorDamageAmount
xx% 远程装甲维修器加成: shipBonusRole5CapitalRemoteArmorRepairPowergridBonus|power
xx% 远程装甲维修器加成: shipBonusRole5RemoteArmorRepairPowergridBonus|power
xx% 远程装甲维修器失准范围加成: shipRemoteArmorFalloffAC2|falloffEffectiveness
xx% 远程装甲维修器失准范围加成: shipRemoteArmorFalloffGC1|falloffEffectiveness
xx% 远程装甲维修器最佳射程加成: shipRemoteArmorRangeAC2|maxRange
xx% 远程装甲维修器最佳射程加成: shipRemoteArmorRangeGC1|maxRange
xx% 远程装甲维修器加成: solarFlareShipBonusGFrigateArmorRepair|armorDamageAmount
xx% 远程装甲维修器加成: subcapRemoteArmorShieldRepDurationCapBonus|duration/duration/capacitorNeed/capacitorNeed
xx% 远程装甲维修器加成: subsystemBonusAmarrDefensiveArmorRepairAmount|armorDamageAmount
xx% 远程装甲维修器加成: subsystemBonusAmarrOffensive2RemoteArmorRepairCapUse|capacitorNeed
xx% 远程装甲维修器加成: subsystemBonusAmarrOffensive3RemoteArmorRepairHeat|overloadSelfDurationBonus/overloadArmorDamageAmount
xx% 远程装甲维修器加成: subsystemBonusGallenteDefensiveArmorRepairAmount|armorDamageAmount
xx% 远程装甲维修器加成: subsystemBonusGallenteOffensive2RemoteArmorRepairCapUse|capacitorNeed
xx% 远程装甲维修器加成: subsystemBonusGallenteOffensive3RemoteArmorRepairHeat|overloadSelfDurationBonus/overloadArmorDamageAmount
xx% 远程装甲维修器失准范围加成: subsystemRemoteArmorRepairerFalloffBonus|falloffEffectiveness/falloffEffectiveness
xx% 远程装甲维修器最佳射程加成: subsystemRemoteArmorRepairerOptimalBonus|maxRange/maxRange
xx% 远程装甲维修器加成: systemArmorRemoteRepairAmount|armorDamageAmount/armorDamageAmount
xx% 远程装甲维修器加成: systemArmorRepairAmount|armorDamageAmount/armorDamageAmount
xx% 远程装甲维修器加成: systemArmorRepairerDurationBonus|duration/duration

## 推进系统

xx% 加力燃烧器过载效果加成: afterburnerDurationBonusPostPercentDurationLocationShipModulesRequiringAfterburner|duration
xx% 加力燃烧器过载效果加成: amarrBattleshipSkillLevelPostMulShipBonusABShip|shipBonusAB
xx% 加力燃烧器过载效果加成: amarrBattleshipSkillLevelPreMulShipBonusAB2Ship|shipBonusAB2
xx% 加力燃烧器过载效果加成: amarrBattleshipSkillLevelPreMulShipBonusAB3Ship|shipBonusAB3
xx% 加力燃烧器过载效果加成: durationBonusForGroupAfterburner|duration
xx% 加力燃烧器过载效果加成: eliteIndustrialABHeatBonus|overloadSpeedFactorBonus
xx% 加力燃烧器过载效果加成: shipABHeatBonusATShip|overloadSpeedFactorBonus
xx% 加力燃烧器过载效果加成: shipBonusCapCapAB|capacitorCapacity
xx% 加力燃烧器过载效果加成: shipBonusEnergyNeutRangeAB2|energyNeutralizerRangeOptimal
xx% 加力燃烧器过载效果加成: shipBonusHeatAfterburnerATGF|overloadSpeedFactorBonus
xx% 加力燃烧器过载效果加成: shipEnergyNeutralizerTransferAmountBonusAB|energyNeutralizerAmount
xx% 微型跃迁推进器信号半径惩罚降低: MWDSignatureRadiusRoleBonus|signatureRadiusBonus
xx% 微型跃迁推进器信号半径惩罚降低: eliteBonusInterdictorsMWDSigRadius2|signatureRadiusBonus
xx% 微型跃迁推进器过载效果加成: eliteIndustrialMWDHeatBonus|overloadSpeedFactorBonus
xx% 微型跃迁推进器信号半径惩罚降低: interceptorMWDSignatureRadiusBonus|signatureRadiusBonus
xx% 微型跃迁推进器信号半径惩罚降低: modeMWDSigRadiusPostDiv|signatureRadiusBonus
xx% 微型跃迁推进器信号半径惩罚降低: shipBonusMWDHeatATGF|overloadSpeedFactorBonus
xx% 微型跃迁推进器信号半径惩罚降低: shipBonusMWDSignatureRadiusMD2|signatureRadiusBonus
xx% 微型跃迁推进器信号半径惩罚降低: shipBonusMWDSignatureRadiusMinNavyDestroyer|signatureRadiusBonus
xx% 微型跃迁推进器信号半径惩罚降低: shipMWDHeatBonusATShip|overloadSpeedFactorBonus
xx% 微型跃迁推进器信号半径惩罚降低: solarFlareShipBonusMWDSigRadReductionSGF|signatureRadiusBonus
xx% 微型跃迁推进器信号半径惩罚降低: solarFlareShipBonusMWDSigRadReductionSMF|signatureRadiusBonus
xx% 微型跃迁推进器信号半径惩罚降低: solarFlareShipRoleBonusABMWDOverloadSpeedBonus|overloadSpeedFactorBonus/overloadSpeedFactorBonus
xx% 微型跃迁推进器信号半径惩罚降低: subsystemBonusAmarrPropulsion2MWDPenalty|signatureRadiusBonus
xx% 微型跃迁推进器信号半径惩罚降低: subsystemBonusGallentePropulsionMWDPenalty|signatureRadiusBonus
xx% 微型跃迁推进器信号半径惩罚降低: subsystemBonusMinmatarPropulsion2MWDPenalty|signatureRadiusBonus
xx% 推进系统加成:  eliteBonusJustWarpScramblerStrengthBonusBlops3|warpScrambleStrength
xx% 推进系统加成: EssWarpScramble|warpScrambleStatus
xx% 推进系统加成: Interceptor2WarpScrambleRange|maxRange
xx% 推进系统加成: SurroundSpeedBonusToDHHMech|entityCruiseSpeed
xx% 推进系统加成: addToSignatureRadius2|signatureRadius
xx% 推进系统加成: agilityBonus|agility
xx% 推进系统加成: agilityMultiplierEffectPassive|agility
xx% 推进系统加成: agilityMultiplierEffect|agility
xx% 推进系统加成: agilityMultiply|agility
xx% 推进系统加成: ammoAOEvelocityMultiplier|aoeVelocity
xx% 推进系统加成: ammoInfluenceSignatureRadius|signatureRadius
xx% 推进系统加成: antiWarpScramblingPassive|warpScrambleStatus
xx% 推进系统加成: behaviorWarpDisrupt|warpScrambleStatus
xx% 推进系统加成: behaviorWarpScramble|warpScrambleStatus/activationBlocked
xx% 推进系统加成: blackMarketTradingSkillBoostContrabandDetectionChanceBonus|contrabandDetectionChanceBonus
xx% 推进系统加成: cloakingSkillBoostCloakVelocityBonus|cloakVelocityBonus
xx% 推进系统加成: cloneVatMaxJumpCloneBonusSkillLevel|maxJumpClonesBonus
xx% 推进系统加成: cloneVatMaxJumpCloneBonusSkillNew|maxJumpClones
xx% 推进系统加成: concordWarpScramble|warpScrambleStatus
xx% 推进系统加成: contrabandMasking|contrabandDetectionChance/signatureRadius
xx% 推进系统加成: covertOpsWarpResistance|warpFactor
xx% 推进系统加成: dataMiningSkillBoostAccessDifficultyBonusAbsolutePercent|accessDifficultyBonusAbsolutePercent
xx% 推进系统加成: drawbackAgility|agility
xx% 推进系统加成: drawbackSigRad|signatureRadius
xx% 推进系统加成: eliteBonusBlackOpsAgiliy1|agility
xx% 推进系统加成: eliteBonusElectronicAttackShipSignatureRadius2|signatureRadius
xx% 推进系统加成: eliteBonusElectronicAttackShipWarpScramblerMaxRange1|maxRange
xx% 推进系统加成: eliteBonusGunshipExplosionVelocity2|aoeVelocity
xx% 推进系统加成: eliteBonusHeavyInterdictorsWarpDisruptFieldGeneratorWarpScrambleRange2|warpScrambleRange
xx% 推进系统加成: eliteBonusJumpFreighterJumpDriveConsumptionAmount2|jumpDriveConsumptionAmount
xx% 推进系统加成: eliteBonusJustWarpScramblerRangeBonusBlops1|maxRange
xx% 推进系统加成: eliteBonusLogiFrigSignature2|signatureRadius
xx% 推进系统加成: eliteBonusViolatorsEwTargetPainting1|signatureRadiusBonus
xx% 推进系统加成: eliteBonusViolatorsTractorBeamMaxTractorVelocityRole3|maxTractorVelocity
xx% 推进系统加成: empathyCharismaBonusModAddCharismaLocationChar|charisma
xx% 推进系统加成: entityTargetPaint|signatureRadius
xx% 推进系统加成: evasiveManeuveringAgilityBonusPostPercentAgilityShip|agility
xx% 推进系统加成: evasiveManuveringSkillBoostAgilityBonus|agilityBonus
xx% 推进系统加成: ewSkillTargetPaintingStrengthBonus|signatureRadiusBonus
xx% 推进系统加成: ewTargetPaint|signatureRadius
xx% 推进系统加成: exhumersBonusSignatureRadius|signatureRadius
xx% 推进系统加成: expeditionFrigateBonusSignatureRadius|signatureRadius
xx% 推进系统加成: freighterAgilityBonus2O2|agility
xx% 推进系统加成: freighterAgilityBonusA1|agility
xx% 推进系统加成: freighterAgilityBonusC1|agility
xx% 推进系统加成: freighterAgilityBonusG1|agility
xx% 推进系统加成: freighterAgilityBonusM1|agility
xx% 推进系统加成: haloSetBonus|signatureRadiusBonus
xx% 推进系统加成: higgsWarpBubbleImmuneRemoval|warpBubbleImmune
xx% 推进系统加成: highSpeedManuveringSkillBoostCapacitorNeedMultiplier|capNeedBonus
xx% 推进系统加成: implantSetWarpSpeed|WarpSBonus
xx% 推进系统加成: implantWarpScrambleRangeBonus|maxRange
xx% 推进系统加成: increaseSignatureRadiusOnline|signatureRadius
xx% 推进系统加成: interceptorSignatoreRadiusBonus|signatureRadius
xx% 推进系统加成: invulnerabilityCoreDurationBonus|buffDuration/panicDuration
xx% 推进系统加成: jumpDriveSkillsCapacitorNeedBonusSkillLevel|jumpDriveCapacitorNeedBonus
xx% 推进系统加成: jumpDriveSkillsCapacitorNeedBonus|jumpDriveCapacitorNeed
xx% 推进系统加成: jumpDriveSkillsRangeBonusSkillLevel|jumpDriveRangeBonus
xx% 推进系统加成: jumpDriveSkillsRangeBonus|jumpDriveRange
xx% 推进系统加成: jumpFreightersSkillMultiplier1|eliteBonusJumpFreighter1
xx% 推进系统加成: jumpFreightersSkillMultiplier2|eliteBonusJumpFreighter2
xx% 推进系统加成: jumpPortalConsumptionBonusPercentSkill|consumptionQuantity
xx% 推进系统加成: jumpPortalPassengerBonusPercentSkill|conduitJumpPassengerCount
xx% 推进系统加成: laboratoryOperationSkillLevelModAddMaxLaborotorySlotsChar|maxLaborotorySlots
xx% 推进系统加成: maxRangeHiddenPreAssignmentWarpScrambleRange|maxRangeHidden
xx% 推进系统加成: metallurgyMineralNeedResearchBonusPostPercentMineralNeedResearchSpeedChar|mineralNeedResearchSpeed
xx% 推进系统加成: minmatarShipEwTargetPainterMC1|signatureRadiusBonus
xx% 推进系统加成: minmatarShipEwTargetPainterMC2|signatureRadiusBonus
xx% 推进系统加成: minmatarShipEwTargetPainterMF2|signatureRadiusBonus
xx% 推进系统加成: minmatarShipEwTargetPainterRookie|signatureRadiusBonus
xx% 推进系统加成: modeAgilityPostDiv|agility
xx% 推进系统加成: modeSigRadiusPostDiv|signatureRadius
xx% 推进系统加成: modifyJumpConduitPassengerRequired|jumpConduitPassengerRequiredAttributeID
xx% 推进系统加成: modifyShipAgilityPassivePreAssignment|agility
xx% 推进系统加成: navigationSkillBoostVelocityBonus|velocityBonus
xx% 推进系统加成: onlineJumpDriveConsumptionAmountBonusPercentage|jumpDriveConsumptionAmount
xx% 推进系统加成: overloadSelfPainterBonus|signatureRadiusBonus
xx% 推进系统加成: researchBlueprintmanufactureTimeBonusPostPercentProductionTimeResearchSpeedChar|manufacturingTimeResearchSpeed
xx% 推进系统加成: scienceCopySpeedBonusPostPercentCopySpeedPercentChar|copySpeedPercent
xx% 推进系统加成: scienceSkillBoostCopySpeedBonus|copySpeedBonus
xx% 推进系统加成: scriptSignatureRadiusBonusBonus|signatureRadiusBonus
xx% 推进系统加成: scriptStandupWarpScram|maxRange/activationBlockedStrenght
xx% 推进系统加成: scriptWarpDisruptionFieldGeneratorSetDisallowInEmpireandHazardSpace|disallowInEmpireSpace/disallowInHazardSystem
xx% 推进系统加成: scriptWarpScrambleRangeBonus|warpScrambleRange
xx% 推进系统加成: setBonusChristmasAgilityBonus|agilityBonus
xx% 推进系统加成: setBonusChristmasBonusVelocity|implantBonusVelocity
xx% 推进系统加成: setBonusFlareAgilityBonus|agilityBonus
xx% 推进系统加成: setBonusFlareBonusVelocity|implantBonusVelocity
xx% 推进系统加成: setBonusThukker|agilityBonus
xx% 推进系统加成: shipAdvancedSpaceshipCommandAgilityBonus|agility
xx% 推进系统加成: shipAgilityBonusGC1|agility
xx% 推进系统加成: shipBonusAgilityAI2|agility
xx% 推进系统加成: shipBonusAgilityCI2|agility
xx% 推进系统加成: shipBonusAgilityGI2|agility
xx% 推进系统加成: shipBonusAgilityMI2|agility
xx% 推进系统加成: shipBonusDreadnoughtC1EwTargetPainter|signatureRadiusBonus
xx% 推进系统加成: shipBonusHAMHMLAoeVelocityMC|aoeVelocity/aoeVelocity
xx% 推进系统加成: shipBonusNoctisTractorVelocity|maxTractorVelocity
xx% 推进系统加成: shipBonusSupercarrierA3WarpStrength|warpScrambleStatus
xx% 推进系统加成: shipBonusSupercarrierC3WarpStrength|warpScrambleStatus
xx% 推进系统加成: shipBonusSupercarrierG3WarpStrength|warpScrambleStatus
xx% 推进系统加成: shipBonusSupercarrierM3WarpStrength|warpScrambleStatus
xx% 推进系统加成: shipBonusTitanA3WarpStrength|warpScrambleStatus
xx% 推进系统加成: shipBonusTitanC3WarpStrength|warpScrambleStatus
xx% 推进系统加成: shipBonusTitanG3WarpStrength|warpScrambleStatus
xx% 推进系统加成: shipBonusTitanM3WarpStrength|warpScrambleStatus
xx% 推进系统加成: shipBonusWarpDisruptionFieldGeneratorSignatureRadius|signatureRadiusBonus
xx% 推进系统加成: shipBonusWarpScrambleMaxRangeGB|maxRange
xx% 推进系统加成: shipBonusWarpScramblerMaxRangeGC2|maxRange
xx% 推进系统加成: shipBonusWarpScramblerMaxRangeGF2|maxRange
xx% 推进系统加成: shipBonusWarpScramblerRangeAndStengthBonusGB|warpScrambleStrength/maxRange
xx% 推进系统加成: shipBonusWarpScramblerRangeBonusG5|maxRange
xx% 推进系统加成: shipBonusWarpScramblerStrengthG5|warpScrambleStrength
xx% 推进系统加成: shipCapitalAgilityBonus|agility
xx% 推进系统加成: shipNeutDestabilizationAmountBonusRookie|energyNeutralizerAmount
xx% 推进系统加成: shipSignatureRadiusMC1|signatureRadius
xx% 推进系统加成: signatureAnalysisScanspeedBonusPostPercentScanSpeedLocationShip|scanSpeed
xx% 推进系统加成: signatureRadiusAddPassive|signatureRadius
xx% 推进系统加成: signatureRadiusBonusOnline|signatureRadius
xx% 推进系统加成: signatureRadiusBonusPassive|signatureRadius
xx% 推进系统加成: signatureRadiusBonus|signatureRadius
xx% 推进系统加成: signatureRadiusPreAssignment|signatureRadius
xx% 推进系统加成: skillADDmaxJumpClones|maxJumpClones
xx% 推进系统加成: skillAdvancedSpaceshipAgilityBonus|advancedAgility
xx% 推进系统加成: skillBoostContrabandDetectionChanceBonusEffect|contrabandDetectionChance
xx% 推进系统加成: skillCapitalShipsAdvancedAgility|advancedCapitalAgility
xx% 推进系统加成: skillJumpCloneCooldownReduction|cloneJumpCoolDown
xx% 推进系统加成: skillJumpDriveConsumptionAmountBonusPercentage|jumpDriveConsumptionAmount
xx% 推进系统加成: stabilizeCloakDurationBonus|stabilizeCloakDuration
xx% 推进系统加成: stealthActive|signatureRadius
xx% 推进系统加成: subSystemBonusAmarrElectronic2TractorBeamVelocity|maxTractorVelocity
xx% 推进系统加成: subSystemBonusCaldariElectronic2TractorBeamVelocity|maxTractorVelocity
xx% 推进系统加成: subSystemBonusGallenteElectronic2TractorBeamVelocity|maxTractorVelocity
xx% 推进系统加成: subSystemBonusMinmatarElectronic2TractorBeamVelocity|maxTractorVelocity
xx% 推进系统加成: subsystemBonusAmarrCore2EnergyDestabilizerAmount|energyNeutralizerAmount
xx% 推进系统加成: subsystemBonusAmarrPropulsion2Agility|agility
xx% 推进系统加成: subsystemBonusBlackOpsJumpPassenger|isBlackOpsJumpPortalPassenger/isBlackOpsJumpConduitPassenger
xx% 推进系统加成: subsystemBonusCaldariPropulsion2Agility|agility
xx% 推进系统加成: subsystemBonusGallenteCore2WarpScrambleRange|maxRange
xx% 推进系统加成: subsystemBonusGallenteCore3WarpScramHeatBonus|overloadRangeBonus
xx% 推进系统加成: subsystemBonusGallentePropulsion2Agility|agility
xx% 推进系统加成: subsystemBonusJumpHarmonics|jumpHarmonics
xx% 推进系统加成: subsystemBonusMinmatarDefensiveSignatureRadius|signatureRadius
xx% 推进系统加成: subsystemBonusMinmatarPropulsion2Agility|agility
xx% 推进系统加成: subsystemBonusWarpBubbleImmune|warpBubbleImmune
xx% 推进系统加成: surveyScanspeedBonusPostPercentDurationLocationShipModulesRequiringElectronics|duration
xx% 推进系统加成: systemAgilityBonusPercentItem|agility
xx% 推进系统加成: systemAgility|agility
xx% 推进系统加成: systemAoeVelocity|aoeVelocity
xx% 推进系统加成: systemOverloadSpeedFactor|overloadSpeedFactorBonus
xx% 推进系统加成: systemSignatureRadius|signatureRadius
xx% 推进系统加成: systemTargetPainterMultiplier|signatureRadiusBonus
xx% 推进系统加成: systemWarpScrambleStrengthBonus|warpScrambleStrength
xx% 推进系统加成: targetSpectrumBreakerBonus|signatureRadius
xx% 推进系统加成: warpCoreStabilizerActive|warpScrambleStatus
xx% 推进系统加成: warpDisrupt|warpScrambleStatus
xx% 推进系统加成: warpScrambleForEntity|warpScrambleStatus
xx% 推进系统加成: warpScrambleStrengthBonusPassive|warpScrambleStrength
xx% 推进系统加成: warpScrambleTargetMWDBlockActivationForEntity|warpScrambleStatus/activationBlocked/activationBlocked
xx% 推进系统加成: warpScramblerMaxRangeAddPassive|maxRange
xx% 推进系统加成: zColinOrcaTractorVelocityBonus|maxTractorVelocity
xx% 跃迁引擎电容需求降低: eliteBonusElectronicAttackShipWarpScramblerCapNeed2|capacitorNeed
xx% 跃迁引擎电容需求降低: scriptWarpDisruptionFieldGeneratorSetScriptCapacitorNeedHidden|capacitorNeed
xx% 跃迁引擎电容需求降低: shipBonusWarpCapacitorNeedAF|warpCapacitorNeed
xx% 跃迁引擎电容需求降低: shipBonusWarpCapacitorNeedCF2|warpCapacitorNeed
xx% 跃迁引擎电容需求降低: shipBonusWarpCapacitorNeedMF2|warpCapacitorNeed
xx% 跃迁引擎电容需求降低: shipBonusWarpCapacityNeedGF2|warpCapacitorNeed
xx% 跃迁引擎电容需求降低: subsystemBonusAmarrPropulsionWarpCapacitor|warpCapacitorNeed
xx% 跃迁引擎电容需求降低: subsystemBonusCaldariPropulsionWarpCapacitor|warpCapacitorNeed
